GT,est
14.2618911958583,14.525704956054689
24.1236088251841,14.559674072265626
22.0092509989163,14.559674072265626
12.4376036490792,14.492733764648438
19.2868886975168,14.693190002441407
13.0445389963157,14.748480224609375
17.6798746392077,15.063853454589845
13.1741998367568,14.748480224609375
11.8506855775056,14.589637756347656
23.2537639173296,14.992282104492189
12.5258899827198,14.039108276367188
13.3147954107301,14.039108276367188
42.3539459599233,21.55995025634766
42.4910277614804,21.55995025634766
30.92553052451,27.6645751953125
30.3916371205781,27.6645751953125
29.4840945645207,28.2917724609375
30.21810217101,27.597320556640625
29.8975463362531,28.23193359375
28.6663148412575,27.527386474609376
27.9190632961853,27.615264892578125
41.0900269487622,26.637164306640628
40.2069686400554,26.962997436523438
44.8510630880206,26.440472412109376
47.1416025634471,27.125296020507815
47.5541308309636,26.789031982421875
47.4111886862426,26.789031982421875
47.1808736383389,26.748944091796876
22.0631386044753,11.757894897460938
28.5444571477625,12.327583312988281
29.4838599467641,12.914692687988282
27.4816816093917,13.92069091796875
27.7587564202091,14.280622863769532
22.7521616835434,14.295358276367189
15.6852736606156,14.388252258300781
17.1617986496171,14.388252258300781
42.5827071910758,22.25505828857422
43.1310594557669,23.69925994873047
43.3376815405497,22.665341186523438
30.3673181445119,28.2917724609375
29.8521068070982,28.2917724609375
31.4973230746297,27.36147155761719
27.2449674778224,27.834753417968752
31.6491534471635,27.575009155273438
31.3716628017133,27.85372314453125
27.6883884903419,27.527386474609376
24.0790985763587,26.796383666992188
36.2523803414672,26.841339111328125
37.6578087690986,26.715838623046878
38.9053755885032,27.158047485351563
38.4676278730688,27.158047485351563
46.074256232738,27.304730224609376
46.8631332662851,27.304730224609376
46.6193137298534,26.789031982421875
45.9520092461353,26.789031982421875
46.5008810825128,26.748944091796876
22.36203258193,14.237966918945313
23.0117001795261,14.283715820312501
17.3862242365989,14.281634521484376
16.0926111259951,4.390292739868165
13.0078156709918,13.966067504882814
42.9066318064574,23.32765045166016
43.601404731693,23.22255554199219
43.2183258625505,21.55995025634766
29.823674123461,27.6645751953125
31.3735494783249,27.6645751953125
31.0305436406712,27.6645751953125
31.4345937865976,28.11841735839844
38.1277461292705,26.607363891601565
38.1802322185303,27.803652954101565
38.8412998093576,27.803652954101565
45.5955519774199,26.440472412109376
45.1841879344987,26.440472412109376
45.3969098920411,26.440472412109376
46.0655063036281,26.765374755859376
46.7911271016034,27.304730224609376
47.8944243351395,27.125296020507815
29.8372568964541,14.28558807373047
24.3322935062542,14.28558807373047
21.4199526217963,14.510595703125
20.9218521364625,14.499801635742188
17.4396143949028,14.517041015625
44.1601736396767,20.215122985839844
43.8980685904392,20.36860809326172
