GT,est
14.2618911958583,16.512803649902345
24.1236088251841,17.38580322265625
22.0092509989163,17.38580322265625
12.4376036490792,16.300933837890625
19.2868886975168,17.67975311279297
13.0445389963157,16.333885192871094
17.6798746392077,18.01239013671875
13.1741998367568,16.333885192871094
11.8506855775056,16.328372192382812
23.2537639173296,17.939797973632814
12.5258899827198,16.328150939941406
13.3147954107301,16.328150939941406
42.3539459599233,20.59737701416016
42.4910277614804,20.59737701416016
30.92553052451,27.9591796875
30.3916371205781,27.9591796875
29.4840945645207,27.9961181640625
30.21810217101,27.577642822265627
29.8975463362531,27.843829345703128
28.6663148412575,28.334042358398438
27.9190632961853,29.030044555664062
41.0900269487622,27.928152465820315
40.2069686400554,28.713943481445312
44.8510630880206,27.310409545898438
47.1416025634471,26.960623168945315
47.5541308309636,26.654327392578125
47.4111886862426,26.654327392578125
47.1808736383389,26.670574951171876
22.0631386044753,13.134124755859375
28.5444571477625,13.830929565429688
29.4838599467641,14.602096557617188
27.4816816093917,15.599575805664063
27.7587564202091,16.715939331054688
22.7521616835434,16.698721313476565
15.6852736606156,17.018467712402344
17.1617986496171,17.018467712402344
42.5827071910758,20.48646392822266
43.1310594557669,20.602249145507812
43.3376815405497,20.286056518554688
30.3673181445119,27.9961181640625
29.8521068070982,27.9961181640625
31.4973230746297,27.55872802734375
27.2449674778224,27.91817626953125
31.6491534471635,27.580847167968752
31.3716628017133,27.699319458007814
27.6883884903419,28.334042358398438
24.0790985763587,29.16726989746094
36.2523803414672,27.586605834960938
37.6578087690986,27.55535888671875
38.9053755885032,26.993341064453126
38.4676278730688,26.993341064453126
46.074256232738,26.88348388671875
46.8631332662851,26.88348388671875
46.6193137298534,26.654327392578125
45.9520092461353,26.654327392578125
46.5008810825128,26.670574951171876
22.36203258193,16.668063354492187
23.0117001795261,16.848774719238282
17.3862242365989,16.889236450195312
16.0926111259951,4.485003662109375
13.0078156709918,16.545953369140626
42.9066318064574,19.982310485839847
43.601404731693,20.380657958984376
43.2183258625505,20.59737701416016
29.823674123461,27.9591796875
31.3735494783249,27.9591796875
31.0305436406712,27.9591796875
31.4345937865976,27.797943115234375
38.1277461292705,27.23641052246094
